country,year,milk_prod_1000t,butter_prod_1000t,cheese_prod_1000t,milk_powder_prod_1000t,dairy_cow_pop_1000,bovine_pop_1000,farmers_selling_price_100kg,cream_direct_consumption_1000t,processed_drinking_milk_1000t,milk_delivered_to_dairies_1000t,non_salaried_labour_awu,salaried_labour_awu,total_labour_awu,agri_output_basic_price_million_eur,agri_output_producer_price_million_eur,agri_subsidies_million_eur,agri_taxes_million_eur,Butter of cow milk_Export quantity_t,Butter of cow milk_Export value_1000 USD,Butter of cow milk_Import quantity_t,Butter of cow milk_Import value_1000 USD,Cheese from whole cow milk_Export quantity_t,Cheese from whole cow milk_Export value_1000 USD,Cheese from whole cow milk_Import quantity_t,Cheese from whole cow milk_Import value_1000 USD,Raw milk of cattle_Export quantity_t,Raw milk of cattle_Export value_1000 USD,Raw milk of cattle_Import quantity_t,Raw milk of cattle_Import value_1000 USD,Whole milk powder_Export quantity_t,Whole milk powder_Export value_1000 USD,Whole milk powder_Import quantity_t,Whole milk powder_Import value_1000 USD,cap_direct_payments_million_eur
Albania,2007,,,,,,,,,,,,,,,,,,0.0,0.0,1324.0,2411.0,0.0,0.0,1066.0,3932.0,0.0,0.0,6313.0,4302.0,0.0,0.0,121.0,400.0,
Albania,2008,,,,,,,,,,,,,,,,,,0.0,0.0,581.0,1548.0,7.0,27.0,1164.0,5697.0,0.0,0.0,5140.0,4660.0,0.0,0.0,68.0,357.0,
Albania,2009,,,,,,,,,,,,,,,,,,0.0,0.0,318.0,1063.0,1.0,4.0,1129.0,4654.0,0.0,0.0,6460.0,4724.0,0.0,0.0,193.0,656.0,
Albania,2010,,,,,,,,,,,,,,,,,,0.0,2.0,83.0,450.0,0.0,0.0,1167.0,5093.0,0.0,0.0,6101.0,4220.0,2.0,7.0,326.0,989.0,
Albania,2011,,,,,,,,,,,,,,,,,,1.0,3.0,60.0,381.0,0.0,0.0,1431.0,6612.0,185.0,132.0,6816.0,5340.0,14.0,37.0,178.0,702.0,
Albania,2012,,,,,,,,,,,,,,,,,,0.0,0.0,83.0,435.0,3.0,11.0,1176.0,5227.0,652.0,456.0,7555.0,5637.0,0.0,2.0,181.0,567.0,
Albania,2013,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,463.0,3.0,6.0,953.0,4709.0,311.0,211.0,8080.0,6876.0,0.0,0.0,47.0,309.0,
Albania,2014,,0.68,11.94,0.0,357.78,,,,,,,,,,,,,0.0,0.0,19.59,117.0,0.0,0.0,106.43,656.0,0.0,0.0,5650.24,4996.0,0.0,0.0,2.89,9.0,
Albania,2015,,0.94,13.5,0.0,357.52,,,,,,,,,,,,,0.0,0.0,54.82,244.0,8.68,48.0,131.19,667.0,0.0,0.0,6722.08,4832.0,0.0,0.0,68.09,241.0,
Albania,2016,,0.82,14.3,0.0,353.05,,,,,,,,,,,,,0.0,0.0,59.67,261.0,3.58,26.0,194.53,959.0,50.22,67.0,6555.16,4619.0,0.0,0.0,53.89,147.0,
Albania,2017,,0.88,14.7,0.0,346.41,,,0.21,8.93,57.36,,,,,,,,0.0,0.0,40.87,270.0,0.0,0.0,222.66,1044.0,0.0,0.0,7687.93,5648.0,0.0,0.0,30.74,125.0,
Albania,2018,,0.91,14.6,0.0,339.94,,,0.46,13.47,64.39,,,,,,,,0.0,0.0,32.02,235.0,0.0,0.0,245.23,1282.0,0.0,0.0,9035.83,6809.0,0.0,0.0,74.77,215.0,
Albania,2019,,0.86,13.6,0.0,313.89,,,0.23,10.15,56.82,,,,,,,,0.0,0.0,49.36,311.0,0.0,0.0,184.35,809.0,0.0,0.0,10411.91,6962.0,0.0,0.0,27.31,141.0,
Albania,2020,,0.81,11.71,0.0,287.17,,,0.29,14.48,56.27,,,,,,,,0.0,0.0,68.44,418.0,115.84,745.0,2438.72,12074.0,0.0,0.0,8594.1,6290.0,0.0,0.0,179.55,594.0,
Albania,2021,,0.78,13.11,0.0,275.58,,,0.29,12.19,58.94,,,,,,,,0.0,0.0,54.9,369.0,0.0,0.0,1050.95,5179.0,0.0,0.0,11341.32,8097.0,0.0,0.0,197.77,434.0,
Albania,2022,,0.78,12.62,0.0,260.96,,,,,,,,,,,,,0.0,0.0,148.56,1088.0,154.32,770.0,3452.78,21384.0,128.61,133.0,12998.94,9917.0,0.04,0.0,85.11,468.0,
Albania,2023,,0.61,11.64,0.0,230.68,,,0.3,10.06,51.71,,,,,,,,0.0,0.0,117.28,872.0,27.27,192.0,3376.62,20545.0,0.0,0.0,15654.34,11665.0,0.0,0.0,28.05,140.0,
Albania,2024,,0.66,10.49,0.0,222.82,,,0.31,10.7,53.17,,,,,,,,0.0,0.0,174.23,1421.0,69.62,575.0,4671.04,28627.0,0.0,0.0,19000.26,14397.0,0.0,0.0,12.24,66.0,
Albania,2025,,,,,,,,0.22,14.49,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,1961,,,,,,,,,,,,,,,,,,3260.0,2355.0,2.0,3.0,6986.0,5091.0,3397.0,2452.0,18423.0,2593.0,0.0,0.0,3500.0,1700.0,0.0,0.0,
Austria,1962,,,,,,,,,,,,,,,,,,3534.0,2882.0,1075.0,757.0,8063.0,5841.0,3540.0,2600.0,18793.0,2717.0,0.0,0.0,4500.0,2100.0,0.0,0.0,
Austria,1963,,,,,,,,,,,,,,,,,,4185.0,3402.0,1118.0,883.0,9276.0,7115.0,3501.0,2705.0,16614.0,2395.0,0.0,0.0,2000.0,900.0,0.0,0.0,
Austria,1964,,,,,,,,,,,,,,,,,,3761.0,3481.0,1055.0,1010.0,9792.0,8310.0,3626.0,2986.0,11974.0,1750.0,0.0,0.0,1000.0,500.0,0.0,0.0,
Austria,1965,,,,,,,,,,,,,,,,,,5780.0,5039.0,0.0,0.0,11241.0,10476.0,3277.0,2905.0,11660.0,1943.0,0.0,0.0,2000.0,1000.0,0.0,0.0,
Austria,1966,,,,,,,,,,,,,,,,,,3729.0,3099.0,0.0,0.0,12166.0,11051.0,3543.0,3175.0,13150.0,2383.0,0.0,0.0,0.0,0.0,0.0,0.0,
Austria,1967,,,,,,,,,,,,,,,,,,5187.0,4088.0,0.0,0.0,14150.0,12737.0,3511.0,2958.0,13263.0,2558.0,0.0,0.0,0.0,0.0,0.0,0.0,
Austria,1968,,,,,,,,,,,,,,,,,,6175.0,3579.0,125.0,41.0,14871.0,9806.0,3086.0,2673.0,9369.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,
Austria,1969,,,,,,,,,,,,,,,,,,3391.0,2499.0,762.0,248.0,16793.0,15154.0,2880.0,2577.0,8559.0,1521.0,3371.0,723.0,0.0,0.0,0.0,0.0,
Austria,1970,,,,,,,,,,,,,,,,,,5717.0,3525.0,2664.0,823.0,21239.0,19178.0,3866.0,3253.0,7911.0,1435.0,4041.0,908.0,0.0,0.0,0.0,0.0,
Austria,1971,,,,,,,,,,,,,,,,,,3372.0,3662.0,1712.0,947.0,20988.0,21126.0,3696.0,4063.0,7868.0,1513.0,8011.0,3094.0,0.0,0.0,0.0,0.0,
Austria,1972,,,,,,,,,,,,,,,,,,5243.0,6347.0,750.0,629.0,24197.0,28110.0,3920.0,4781.0,6121.0,1431.0,574.0,263.0,0.0,0.0,0.0,0.0,
Austria,1973,,,,,,,,,,,,,,,,,,2842.0,2902.0,826.0,685.0,27034.0,35235.0,4596.0,6465.0,5059.0,1464.0,3056.0,645.0,0.0,0.0,0.0,0.0,
Austria,1974,,,,,,,,,,,,,,,,,,3620.0,3787.0,1324.0,1023.0,30209.0,44332.0,5996.0,9043.0,2242.0,840.0,4584.0,293.0,0.0,0.0,0.0,0.0,
Austria,1975,,,,,,,,,,,,,,,,,,3148.0,4193.0,3087.0,3318.0,31264.0,57424.0,6773.0,11646.0,4958.0,1841.0,5264.0,484.0,0.0,0.0,0.0,0.0,
Austria,1976,,,,,,,,,,,,,,,,,,2970.0,3873.0,4261.0,4647.0,33104.0,61742.0,8760.0,14459.0,5113.0,1970.0,2296.0,212.0,0.0,0.0,0.0,0.0,
Austria,1977,,,,,,,,,,,,,,,,,,2575.0,3219.0,1456.0,1377.0,35162.0,67078.0,7704.0,15973.0,5298.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,
Austria,1978,,,,,,,,,,,,,,,,,,2074.0,2901.0,743.0,781.0,37804.0,82733.0,7626.0,19480.0,4903.0,1759.0,0.0,0.0,0.0,0.0,0.0,0.0,
Austria,1979,,,,,,,,,,,,,,,,,,1272.0,2182.0,1005.0,1333.0,38308.0,94238.0,8618.0,25338.0,4481.0,2002.0,2596.0,1386.0,0.0,0.0,0.0,0.0,
Austria,1980,,,,,,,,,,,,,,,,,,2501.0,5545.0,2552.0,4363.0,40967.0,111054.0,9604.0,30473.0,4104.0,2029.0,7131.0,2927.0,0.0,0.0,0.0,0.0,
Austria,1981,,,,,,,,,,,,,,,,,,2490.0,6289.0,1798.0,3801.0,42853.0,109963.0,9592.0,28219.0,4416.0,2131.0,2725.0,2102.0,0.0,0.0,0.0,0.0,
Austria,1982,,,,,,,,,,,,,,,,,,1348.0,3301.0,634.0,1357.0,43044.0,104289.0,7251.0,23178.0,4065.0,2059.0,3015.0,899.0,0.0,0.0,0.0,0.0,
Austria,1983,,,,,,,,,,,,,,,,,,5324.0,10117.0,612.0,1092.0,40889.0,94452.0,7388.0,23628.0,4520.0,2258.0,5413.0,1155.0,0.0,0.0,0.0,0.0,
Austria,1984,,,,,,,,,,,,,,,,,,4944.0,7609.0,1900.0,2493.0,46394.0,93504.0,8048.0,24165.0,4135.0,2022.0,2562.0,586.0,0.0,0.0,0.0,0.0,
Austria,1985,,,,,,,,,,,,,,,,,,2640.0,4318.0,3661.0,3188.0,42457.0,86360.0,10338.0,29402.0,4125.0,1964.0,2518.0,459.0,0.0,0.0,0.0,0.0,
Austria,1986,,,,,,,,,,,,,,,,,,7533.0,8278.0,2454.0,2078.0,36000.0,92180.0,10413.0,40222.0,4732.0,3236.0,7422.0,1373.0,0.0,0.0,0.0,0.0,
Austria,1987,,,,,,,,,,,,,,,,,,3965.0,5717.0,1363.0,998.0,38072.0,108025.0,10918.0,50185.0,4229.0,3735.0,5992.0,1396.0,0.0,0.0,0.0,0.0,
Austria,1988,,,,,,,,,,,,,,,,,,1076.0,2826.0,443.0,514.0,36375.0,114960.0,12043.0,55270.0,3228.0,2285.0,450.0,172.0,7740.0,11989.0,2422.0,3490.0,
Austria,1989,,,,,,,,,,,,,,,,,,1118.0,2830.0,1214.0,1382.0,35339.0,109960.0,11471.0,53088.0,3305.0,1961.0,6998.0,1057.0,19455.0,35965.0,2142.0,3124.0,
Austria,1990,,,,,,,,,,,,,,,,,,1292.0,3909.0,387.0,486.0,36280.0,123259.0,12848.0,69192.0,5861.0,3768.0,17353.0,2517.0,8916.0,16381.0,579.0,666.0,
Austria,1991,,,,,,,,,,,,,,,,,,1154.0,3532.0,1048.0,1116.0,30102.0,104647.0,13627.0,71507.0,3430.0,2543.0,2803.0,713.0,4756.0,8058.0,2127.0,2873.0,
Austria,1992,,,,,,,,,,,,,,,,,,450.0,1460.0,2329.0,3489.0,26876.0,101872.0,17624.0,90784.0,4879.0,3884.0,8804.0,2586.0,1365.0,2819.0,4872.0,8461.0,
Austria,1993,,,,,,,,,,,,,,,,,,251.0,868.0,7900.0,10014.0,32445.0,118227.0,20057.0,103474.0,3960.0,2992.0,3161.0,934.0,1192.0,2351.0,4368.0,6984.0,
Austria,1994,,,,,,,,,,,,,,,,,,3413.0,5146.0,7441.0,10909.0,33722.0,126244.0,23544.0,119763.0,3356.0,2645.0,1260.0,435.0,639.0,1571.0,1762.0,2546.0,
Austria,1995,,,,,,,,,,,,,,,,,,1957.0,7113.0,2645.0,11976.0,24056.0,110102.0,35457.0,144761.0,63851.0,29680.0,2635.0,1716.0,1664.0,3564.0,1705.0,3766.0,
Austria,1996,,,,,,,,,,,,,,,,,,1929.0,7180.0,2759.0,10410.0,23242.0,102148.0,38177.0,149396.0,188400.0,56224.0,0.0,0.0,1651.0,5039.0,2056.0,4959.0,
Austria,1997,,,,,,,,,,,,,,,,,,3111.0,11149.0,3877.0,13970.0,24613.0,91033.0,42960.0,151703.0,131966.0,43040.0,0.0,0.0,1427.0,3356.0,2287.0,5699.0,
Austria,1998,,,,,,,,,,,,,,,,,,2477.0,9818.0,3588.0,13551.0,25969.0,95930.0,44724.0,150400.0,154977.0,54906.0,0.0,0.0,1311.0,3472.0,3092.0,7315.0,
Austria,1999,,,,,,,,,,,,,,,,,,2689.0,11379.0,4974.0,16215.0,33075.0,114757.0,56302.0,181517.0,248660.0,88923.0,0.0,0.0,1895.0,4251.0,5012.0,10660.0,
Austria,2000,,,,,,,,,,,,,,,,,,3006.0,10416.0,5845.0,16331.0,37131.0,129361.0,58412.0,168531.0,348353.0,102391.0,6521.0,3352.0,1656.0,3801.0,7121.0,15011.0,
Austria,2001,,,,,,,,,,,,,,,,,,2976.0,10476.0,8905.0,22825.0,49863.0,167058.0,60410.0,178129.0,378148.0,129030.0,6275.0,2774.0,2347.0,6168.0,10224.0,17533.0,
Austria,2002,,,,,,,,,,,,,,,,,,2790.0,10894.0,9064.0,26193.0,57095.0,187276.0,64080.0,195239.0,292126.0,104027.0,5426.0,2448.0,9573.0,19126.0,9331.0,17530.0,
Austria,2003,,,,,,,,,,,,,,,,,,1962.0,9116.0,10964.0,37363.0,59140.0,247268.0,71952.0,268430.0,259251.0,107491.0,15768.0,7597.0,14581.0,32322.0,14310.0,25225.0,
Austria,2004,,,,,,,,,,,,,,,,,,2231.0,10899.0,11725.0,44248.0,59425.0,277713.0,74007.0,295655.0,291608.0,130014.0,23078.0,12181.0,20282.0,32314.0,14514.0,26357.0,
Austria,2005,,,,,,,,,,,,,,,,,,2464.0,11676.0,14157.0,49465.0,57159.0,281570.0,68464.0,269682.0,294819.0,132286.0,32519.0,16984.0,17823.0,53282.0,13456.0,36419.0,
Austria,2006,,,,,,,,,,,,,,,,,,2617.0,12124.0,13361.0,49200.0,62769.0,309297.0,65748.0,279718.0,359557.0,168973.0,32323.0,17127.0,13559.0,40355.0,11961.0,31641.0,
Austria,2007,,,,,,,,,,,,,,,,,,3188.0,18412.0,12872.0,62029.0,66268.0,380230.0,77076.0,393342.0,402492.0,237719.0,36599.0,22392.0,9367.0,37243.0,7963.0,25081.0,
Austria,2008,,,,,,,,,,,,,,,,,,3279.0,21737.0,13492.0,65059.0,64533.0,430336.0,80123.0,466486.0,490335.0,337077.0,32282.0,24177.0,6766.0,30858.0,7288.0,22592.0,
Austria,2009,,,,,,,,,,,,,,,,,,3001.0,15892.0,15443.0,62023.0,70425.0,387320.0,80694.0,392239.0,516213.0,265682.0,29708.0,18090.0,8067.0,25886.0,6010.0,17312.0,
Austria,2010,,,,,,,,,,,,,,,,,,2480.0,14195.0,14427.0,70118.0,73341.0,403592.0,82473.0,401944.0,554114.0,288218.0,49317.0,25750.0,7252.0,24913.0,5357.0,18595.0,
Austria,2011,,,,,,,,,,,,,,,,,,1565.0,10132.0,13216.0,79126.0,73402.0,447458.0,81525.0,442375.0,605828.0,355969.0,60620.0,35519.0,5354.0,24947.0,5492.0,23213.0,
Austria,2012,,,,,,,,,,,,,,,,,,1907.0,9812.0,12181.0,55964.0,78485.0,417064.0,94417.0,483528.0,634776.0,332266.0,74987.0,44443.0,4897.0,18986.0,4759.0,18308.0,
Austria,2013,,33.58,157.76,4.84,,,37.55,,,,,,,,,,,1756.0,10110.0,13017.0,74613.0,75852.0,446624.0,93370.0,515067.0,609499.0,378428.0,54466.0,39819.0,3217.0,16808.0,4340.0,19551.0,
Austria,2014,,32.78,172.44,10.25,537.74,,39.46,,,,,,,,,,,1959.54,11830.0,14350.9,76614.0,72724.46,445156.0,99557.25,536249.0,587755.62,377598.0,71180.2,47213.0,5060.86,23732.0,4756.97,22011.0,703.941404
Austria,2015,3568.9,33.27,184.87,10.97,534.1,,33.73,,,,,,,,,,,3980.5,17624.0,14080.98,58145.0,82581.75,394455.0,99557.63,406452.0,573173.2,272564.0,79740.69,39982.0,6411.22,27346.0,7224.4,23498.0,686.37788
Austria,2016,3659.96,33.86,194.98,12.16,539.87,1932.53,31.33,75.31,786.34,3091.48,102.69,18.39,121.07,7000.76,7002.95,5.8,7.99,4427.91,19435.0,15233.11,62045.0,89965.72,401873.0,109082.44,418803.0,531937.66,238069.0,113630.98,49409.0,8608.36,46013.0,5892.68,16486.0,692.625803
Austria,2017,3747.78,36.05,201.75,8.81,543.42,1938.48,37.28,74.22,781.97,3199.62,102.58,19.24,121.82,7441.7,7441.23,7.21,6.74,3746.9,22788.0,15627.1,90080.0,101156.65,489983.0,103475.64,458092.0,541802.55,281442.0,96073.1,46686.0,5503.86,24553.0,5045.93,15975.0,691.33701
Austria,2018,3859.99,36.35,202.47,,532.87,1906.82,40.4,73.53,796.29,3182.84,101.52,19.78,121.3,7500.74,7505.15,3.74,8.14,3604.17,24590.0,15728.27,98721.0,105196.18,536229.0,111626.28,509080.0,508387.49,272382.0,122855.93,70951.0,5889.04,33617.0,3910.71,13173.0,691.113307
Austria,2019,3820.04,35.86,205.48,,524.07,1873.31,37.0,72.94,784.77,3139.8,99.87,20.44,120.31,7590.3,7595.23,3.72,8.65,4316.27,24185.0,17318.57,90465.0,106732.79,526770.0,118076.01,524245.0,506950.09,268346.0,99376.85,51454.0,5559.8,30589.0,3726.22,13578.0,691.597217
Austria,2020,3852.26,37.91,206.4,,524.78,1844.34,37.74,69.9,829.83,3137.16,101.64,19.97,121.61,7720.12,7721.69,6.73,8.3,3879.11,20801.0,16222.21,75695.0,109355.99,572615.0,123624.31,548348.0,516086.72,295453.0,107373.25,59883.0,4938.95,22769.0,3152.59,11609.0,683.322197
Austria,2021,3867.49,36.17,215.59,,526.46,1846.42,39.67,69.99,765.73,3153.83,101.01,21.46,122.47,8631.24,8632.89,6.77,8.42,4602.98,26934.0,16523.49,84801.0,112285.28,611268.0,127306.24,592785.0,453838.5,280978.0,103522.46,64683.0,5285.76,25248.0,3883.84,14866.0,680.665125
Austria,2022,3980.29,33.89,222.67,8.57,550.55,1842.17,50.1,71.43,751.04,3247.05,100.08,20.17,120.25,10569.88,10571.98,6.74,8.83,4357.42,33808.0,15166.27,104779.0,117495.79,646524.0,127210.19,638957.0,435191.8,300292.0,98992.88,57818.0,7645.08,39946.0,4681.75,24855.0,685.193889
